refined_rfe,count
hit by another student,1
vomiting++6 times,1
l ing ln enlarg,1
"diarrhoea7d,",1
tougue bite,1
01805004296,1
haematureas,1
laryngitis,1
"nausea,loa",1
red eye1d,1
still limping+,1
"-3sd,st",1
resistant uti,1
bittten by a horse-yesterday,1
"kj pain,swelling,",1
kjt,1
tender lump.,1
eye redend,1
01802570216,1
01803416575,1
wound  r ingui ln 1,1
era pain,1
"diarrhoea,vomiting, admit",1
"vomiting,diarrhoea,bd stained",1
01805062724,1
hit on a desk,1
gra,1
asd lev 3,1
nasal b01805063698,1
uren,1
r knee joint truma,1
r knee joint injury,1
joint abnormality,1
burnhot tea on 05-08-2024,1
gran,1
r axillae pain,1
ear pain and blee,1
01803267309,1
ear pain tooth pain,1
01805056668,1
abdomina,1
subungual hematoma on ls 1st toe,1
sore throat x 2/52,1
"r,wrist pain",1
"loose motion,abpain",1
ternia,1
trauma to r/ index,1
salbutamol poisoning,1
vomiting & diarrhoea 4d,1
444,1
nasal polyp in l side,1
abd pai  dysuria,1
sore throart 1d,1
gi symptoms,1
loos stools  4days,1
"developmental delay, poor weight gain",1
01803291838,1
01802894558,1
multiple pustules,1
hit  on desk,1
"poor wt gain,murmur",1
udt?,1
soure throat 2d,1
lump over the penis,1
uti ? treated,1
watrt,1
loa 5d,1
blood stained vomoting,1
repeat esr 1 wk,1
01803855624,1
eye pain on reading,1
sinusitis 1/12,1
pus in the nail bed,1
kj bending,1
kj bending  1yr,1
01804789343,1
01805068267,1
"body pain ,jt pain",1
neph syn,1
abdominsl pain,1
abd. distention,1
small eye,1
abd. pan 1 week,1
h/o sob,1
01802985497,1
trauma to r lower lip,1
diarrhoea3t vom,1
thal tr,1
limb pain 1/12,1
b/l kj pain  1/52,1
abd di,1
bloos stained stools 2 days,1
trauma to r/s  head,1
joint pain 3  weks,1
hirshprungs,1
limb pain high esr,1
uppr,1
l/knee pain 1d,1
01804711537,1
"epi pain, loa",1
dev. delay  ?blindness,1
"sore throat ,pustules",1
red heari,1
vomoi,1
poor in study,1
injured l/ big toe,1
pain swelling l/s hand,1
hit his r/kj on desk,1
her r,1
blue pat,1
eye upper lid swelling,1
high rbs%,1
high rbs,1
urine prob,1
voming +,1
l/breast tenderness,1
01802739233,1
wheeeezing,1
lump inguinal area,1
01805065628,1
"abd p, diarrhea",1
trauma l thumb-on 9th,1
"loose motion , 6times,",1
blunt trauma to l/leg,1
pin,1
"n ,",1
hypopigmentation in lower lip 1/12,1
abnormal behaviur admit,1
house rat bite in ls hand,1
trauma r/upper limb,1
dib on exertion 1/12,1
leg and thigh pain,1
muliple jont pain,1
throat p.,1
"dys,",1
lower b p,1
"diarrhoea,vomiting,10 watery",1
wound b/l ll,1
l unpalpable testes   uus done  undes. t,1
da,1
injure aj,1
n-77,1
"v1, d1",1
sinus-r/ear,1
sinus at b/l ears,1
b/l/thalepes,1
b/l tonsilitis,1
lump at r/eye,1
trauma  right eye yesterday,1
rsh-2yr,1
hot tea burn-8pm,1
tallipas,1
l/small eye,1
01804925426,1
periorbitaln oe,1
unresposi,1
01803554847,1
dys  urea,1
01804114559,1
a ge,1
diarrhoea1d no vom,1
peri orbital swelling  1 d,1
ear pain and disharge 1d,1
mornm tr,1
lump  - subman.,1
pain lump-at r/shoulder,1
"diarrrhoea,v",1
vomitin 4 times,1
wheezihg,1
"loose motion , vomitting2",1
"wound, healing",1
lax hip,1
small testis,1
l/otitis media,1
r breast swelling and pain,1
"nausea,loose stools",1
trauma to r sj,1
"sinusitis, gastritis admit sos",1
"vomiting, 4d",1
renal tubular disease,1
burn injury to ls periorbital area,1
01803546348,1
01803124633rti,1
01802673341,1
awel,1
h/oswollowed a pin,1
01804956322,1
regugitatio,1
high potassium,1
"throat pain,rhinitis",1
trauam to l/hand,1
wound l/big toe,1
01804957254,1
paib,1
rt g pain,1
pull injury l/elbow,1
"diarrhoea,?",1
"swelling, penis",1
b/l leg pain 2 weeks,1
noisy7 brea,1
01710339746,1
breast lump with tenderness,1
pulled elbow l/s,1
mensrual,1
"nasal bleeding 3d, over age",1
tissue glowx1/52,1
"kj swelling r/s ,wound",1
pig lip,1
urin protein,1
"loose stool, x 2d",1
"v, loose stools, epi pain",1
qsthma,1
01700082223,1
01804828588,1
01804833034,1
trauma l/big toe yesterday,1
haematuria 5d,1
bl hand pain,1
r-sport unit,1
vomi  abd. p,1
rta-9am,1
dog bitex3d,1
tinea in,1
"v ,d",1
reasah,1
wound over r/shin,1
delayed moto,1
rt hip p,1
murmur?,1
l/eyepain,1
l/s breast lump pain,1
bow l,1
to review response,1
01720005667,1
01804902599,1
01803174638,1
r hand pain 2 months,1
periorb sewealing,1
trauma by a moving wheel,1
genaralized weekness,1
"diarrohea,nausea",1
injury l/lower leg,1
"vomiting, epi pain",1
vomitingt,1
smal  leye,1
reassess uti,1
sore thraoat,1
spee,1
pain in r/shoulder?sport injury,1
"had ? ln, no lump now",1
lump behind r/s ear,1
nails destroy,1
nasasl bone,1
"eyes rolled up,body get rigid",1
admissioin,1
nasal b,1
nits in eye lids,1
vom4t just now,1
itp low platelets,1
no dysurea,1
enlage ly node,1
"redused uop , vomiting",1
b/l lover limb pain and weekness,1
b/l lover limb pain,1
thalees,1
kidney ds,1
wart-on head,1
"rsah, not responded",1
sweliing,1
r/s lump inguinal area,1
vom3t abd p[aoin,1
"anorexia,",1
urethral opening narrow,1
bleeding  disorder,1
rt ear dis,1
arus,1
dog bite in rs leg,1
lump eye lid,1
drowsy/dizziness,1
saliyva,1
"vomiting,4",1
trauma to l ear today,1
"developing breast tissue, pain",1
"obesity, murmur",1
hypopigmentation around eye,1
pain and numbness,1
big toe nail pain,1
arv 4th dose.late 13 days,1
re=ash,1
vomit5ing,1
rat bite yesturday,1
"diarrhoea,voniting",1
tagon l/nostril,1
"vomitting 2times, sweating",1
heart sound ..murmur,1
poor motor,1
mild  right breast swelling,1
lymph,1
edm,1
heght low,1
remove suture,1
dental swealing,1
sister admitted to ward 3,1
"vomitting3 times, loose motion 3times",1
eara d,1
bo w legs rv later,1
trauma to l/kj on 22nd july,1
l/node eng.,1
l kj pain7d,1
trauma l/upper eye lid-11pm,1
lum p in breast,1
bo legs,1
lp,1
loose motion and phlegm,1
01803704731,1
trauma to right hand on 2024.06.24,1
burn on r/leg,1
rsh-8/12,1
rt sternal edge murmue,1
motor dev delay,1
trauma to  l/eye,1
"pain at l/inguinal area,vomiting,",1
01804834529,1
vpm opd,1
rsh1/52,1
age sorethroat,1
01804081923,1
vision im,1
l/s leg pain,1
vom4t abd paoin,1
trauma to rightr hand,1
"diarr3t , no vom",1
01802676054,1
oveer wt,1
"vomiting,6",1
01804795837,1
poylurea,1
[njured r/ eye,1
vomi abd. p,1
walking by the toe,1
small mobile lump over l/shoulder,1
vomitting 1time,1
01804700076,1
pain  wrist joint,1
week in studies,1
"nausea,abd.pin",1
h/o anemia,1
hit on a gait,1
pain in r/ear 2d,1
hit on a iron bar,1
01804873972,1
r/ eye swelling,1
sorethtrot,1
"vomiting , sob",1
l/sternomastoid tumour,1
"l ab, pain 3 d",1
swallowed a glass ball,1
"post viral myalgia, pit alba",1
01804953550,1
01803068921,1
trauma l/toes,1
assaulted by unknown boys,1
abn  ll,1
skij,1
b l   knee pain,1
pain in r/ arm,1
prom veins,1
inability to move r/ul,1
poor wt. gain,1
"nausea ,vomiting and loose motion",1
ear pain\,1
bullous lesion,1
borken pop b/s,1
arv -3 rd,1
plt 167,1
"epi pain, nausea",1
abd diste,1
trauma r/ eye x2d,1
2nd visit - to show the mri openion,1
poor  h,1
enlarged  thyroid,1
mu pain,1
? trauma to r/kj,1
looks ill body weakness,1
haemt,1
knee jt r/s,1
prurutus,1
ly nodes,1
trauma b/l thighs,1
repeated vomiting 4times,1
"repeated vomituing,10 times",1
pain in  rs upper thigh,1
empty sella syndrome4,1
hot  tea burn,1
abdominaql pain,1
l/knee jt pain,1
? psorasis,1
pain at r/thigh,1
thro. pain,1
?sleep apnoea,1
l/parotid swelling 1d,1
dog bite10.45pm,1
buniun,1
abrasion on ls 1st and 2nd toes,1
ankle pain and swelling,1
loose motion 2 time,1
ppor v,1
l/s nasal polyp,1
arv d3arv 2nd dose,1
"r/s ln,non tender",1
"epi pain,not responded to rx, worms",1
sugar test,1
01804996682,1
p-oor apetite,1
assaulted to r ear,1
"r/lump,?ln",1
loa  nausea,1
"low hb,leg edema",1
vomitted several times,1
gastroentertis,1
r nasal bleeding,1
wrist,1
rt kj p,1
keloids,1
abd. pan,1
01804599486,1
01804408597,1
01802484376,1
01802624054,1
01804999355,1
joint pain 6 months,1
?vision,1
"vertigo , vomi",1
sl[pped and hit onb wall,1
trauma to nail,1
shouder pains,1
let j,1
elbow,1
ear early ab,1
verigo,1
delay motor development,1
plts 126,1
plts 222,1
bh,1
rta abrasion on rs hand,1
"loose motion 6 times ,",1
35,1
abrasion on ls knee.,1
post ldkt,1
squirrel bite yesterday,1
jont p,1
sob at night,1
trauma to r/hand on 14/07,1
lump l/s eye lid,1
twisted l/hand on 15/07,1
trauma to head on 14/07,1
knee jt pain 1m,1
22.6,1
lump l/s wjt,1
01804993762,1
loose stools 2 weeks,1
l;ow hg,1
trauma near eye,1
vsob,1
vomited 2times,1
01804950481,1
abnormality in  r sh,1
sub man  ln,1
pain in heal,1
gross proteinuria,1
01804289450,1
loose stool with ? blood,1
r/tmj pain,1
"hamaturia  ,dysuria,  shivering,",1
exze,1
aggressive nehaviour,1
epig.pain,1
r eye blindness,1
non tender ln,1
"vomitting 6 times, loose motion, uop less",1
allergy 1 week,1
trauma to wj,1
r/s pneumonia,1
eyel/s injury,1
01804265732,1
sudden onset b/l eye pain,1
amenorrhoa,1
painat ankle,1
nasal bleeding inthe evening,1
vokmiting,1
altererd nbowel habits,1
? dm,1
dermatomyosits,1
bl kj p,1
sub mandibular neoplasm,1
dog bite-7pm,1
trauma to mouth-yesterday,1
01803540523,1
leg apin 3d,1
abnd p,1
l sty,1
wound battoks,1
"loose stools, vomiting d2",1
r lower leg abnormaliti,1
vision/stunting,1
planta,1
herina,1
sutuire removal,1
01805000831,1
3eye dis,1
"dysurea,prepusitis",1
"nb,sob",1
lump in r/shoulder,1
swelling over l/upper arm,1
?seizures,1
pain ing region,1
"tearing eyes,",1
assaul,1
r/o pop,1
toungue lesion,1
01805004544,1
abd paoin nausea,1
haering,1
swelling under ear,1
01805004858,1
01804579520,1
u dx,1
vear pain,1
"diarrhoea,15 times",1
01803272218,1
01803881851,1
01804780052,1
tenia in thighs,1
arv 3rd dsose,1
passing reddish blood,1
awelling,1
bells palsy admit,1
ab beha,1
epilepsy ?,1
ear w,1
soure,1
albumin urine +,1
abbd pain 3d,1
rer,1
lower abd o,1
lymadenitis,1
growth in mouth,1
straubaryneave,1
angular stomasitis,1
wopub,1
01804977310,1
01804040283,1
wound r/ ll,1
esm,1
trauma tyo right upper limb,1
hot water burn on yesterday,1
"vomiting, abd. p",1
dog bite on rs ankle,1
01804978680,1
loa 2 mon,1
abnormal eating bhabits,1
50,1
eardisharge  2 days,1
ing hyer,1
tougue,1
"diarrhoea,7d 3 times per day admit sos",1
r rv sos,1
abd.apin2d,1
warts on eyes,1
meanarrhegia,1
r/ll swelling,1
abd. p dysurea,1
trauma l[aj,1
01803394046,1
spinal pain,1
injury to ls nostril,1
pain in bl thighs,1
trauma to l/ aj,1
allergy 3d,1
01710098292,1
hit his abdoman on wall while he was runing,1
wt lost appetite,1
ab pai vomi,1
axilary lump,1
01802956951,1
injury to l/ eye,1
injury to r/ ear,1
haematuria ??,1
inguinal  lymhadinopathy,1
?pulled elbow,1
"diarrhoea,vomoting",1
"pustules, not responded",1
swelling and pain in r wrist,1
sqiunt l,1
sneezing at morning,1
"vomiting,2wk,diarrhoea,",1
thjroat pain,1
vertigo 6m,1
walliking on toes,1
trauma both leg yesterday,1
dis abdo,1
abd.distension-2d,1
01804964698,1
trauma to abdomen around 11.30am,1
trauma to right eyebrow,1
injured r/elbow,1
wheezi ng,1
noisy breathiong,1
bowleg,1
tonsi,1
penile swellng,1
"breast swelling, pain",1
lump admit,1
nail bed growth,1
had pain in ls upper limb,1
pain -head,1
right heal pain,1
injury to ls periorbital area,1
periorbi,1
vomittinmg 4times,1
eye ? swelling,1
sotrethroat,1
"throat [pain,sob",1
asault by brother on 09/07,1
"vomiting  x3times, sob",1
trauma to abdaman,1
abration in r hand,1
vomitiuing,1
"loose motion 3t, uop ok",1
motor,1
abd pd,1
01802903243,1
ab. behaviour,1
? behavioural problem,1
b/l loin pain  2/52,1
burning pain a t  anus,1
v  dia,1
abd. p. 2 weeks vomi,1
leg pain  1y,1
dirhoea v,1
"ear pain,dx",1
j point,1
vision impai,1
"stunting,glossitis",1
abd p[ain,1
suti,1
tearing-r/eye,1
loos stools  1/52,1
post aur ln l/s,1
3eye,1
allerjy,1
menorragia d12,1
dry eyes,1
pompholyx,1
"vomiting,repeated vomiting",1
"loose motion,urine out put low,poor apetite",1
jt pain/leg pain,1
arv 2nd dose3,1
hot water burn at 6.30pm,1
salbutamol overdose,1
hearning,1
joint pain 3m,1
joint pains 2yrs,1
rt ear poor hearing,1
loose motion yday,1
bl ankle swelling,1
tongue growt,1
nose   bleeding,1
01804766770,1
018047667700180476677001804766770,1
swollen lip,1
ab pai 1 month,1
burn injury on ls upper limb,1
vomiting 6times tonight. low uop,1
trauma 2d ago,1
red eywe,1
swelling knee,1
01802668457,1
r/s elbow jt pain,1
hemplegia,1
l hemipiegia,1
hot water burn on rs abdomen.,1
01804384772,1
sore throal,1
swealing r parotid area 2 d,1
vorms,1
worm r,1
vomiting trauma,1
trauma head 4pm yesterday,1
ever1d diarrhoea 3d 3t per day   no vom,1
dog biite,1
pain and lump in r breast 3/52,1
01803289444,1
dog bite on bl upper limbs,1
pain on ls wrist,1
pain   lowe ab.,1
short stature evaluation,1
wou.,1
lump-head,1
genital lesion,1
"ankle pain ,",1
r e ptosis,1
poor hearing   ear ds,1
right ear blereding,1
"vertigo,ringing/buzzing ear,",1
bruish,1
r/ kj pain   2 weeks,1
loin to groin pain 3d,1
pain r labial reagion,1
r/s ln enlargement,1
"eye pain,3/12",1
01804519401,1
swealing r parotid area,1
pain at sx site,1
injury to tongue,1
leg pain 2 days,1
blisters on sole,1
bli. o n sole,1
r/l/n enlargement,1
abds.dis,1
l/lymph node,1
tr-34,1
hyperpigmented rsh,1
"abnormal walking,r/knee",1
unm signs,1
pain in b/l breast area,1
01803153095,1
plts 144,1
diaasrhoea,1
vomioting 4 tmes,1
bno 1 d,1
admidso,1
labial lesion,1
h/o pyelonephritis,1
tonsilits,1
l/hip prob.,1
lump in r lower eye lid,1
hypo pgmented areas,1
peri orbital swelling 3d,1
pain lump r/ear,1
g body weakness,1
19.300,1
delyed,1
persisting lump r/s inguinal region 4 days,1
hirshsprung,1
ear pai8n,1
pain in the bitten area.,1
sepsis eye,1
has removed the pop at home,1
eating a battery,1
pain over l/elbow,1
sports injury 5.30pm,1
palpitations  1 week,1
loose stools- 4 days,1
rta-hit on running motor bike-6pm,1
awaiting report,1
plts 206,1
abdominalo pain,1
eye pain red eye,1
"loose motion, vomitting 2times",1
ln enlargmemnt,1
ugh 3 months,1
soev throat,1
"heel pain ,limping",1
mild periorbital swelling,1
"tearing,eye movements abnormal,",1
"myelgia,",1
"vomiting,,l/loin pain4d",1
thalassemia major,1
trama to r/1 toe,1
dpllllegia,1
pustuler tosilitis,1
swealing r side,1
growt poor,1
t  t,1
erveer1d,1
bleeding l nostril,1
red eye  r,1
wax r ear,1
rata bite,1
01804559431,1
ioin pain,1
01710683788,1
trauma to lrleg,1
ever1d vom2t,1
diarrhoea 6t,1
"eye irritation, squint",1
hypopigmentation on shoulder,1
pain passing urine,1
lower ab. pain,1
"epig, pain 6 d",1
kj swe,1
trauma  ll,1
periorbital swelling-l/eye,1
r/v sos,1
loose stools with blood stained,1
wal,1
dog bite on rs thumb,1
01802390029,1
01802987899,1
wants tablets,1
pain in bl wrists,1
h/o abnormal movement today l/s hand,1
"vomiting,breath sounds",1
trauma l/ej-last night,1
trauma to r /ulx3d,1
siusitis,1
bno in 5 days,1
asymetry,1
poor hearing right ear,1
01804404398,1
31,1
"diarrhoea 2days,low uop today and irritable",1
"diarrhoea 1/52,vomiting",1
burn injury to rs hand,1
pinna  pain,1
pinna pain swollen,1
lump at r kj,1
multiple lumps,1
pain in testes mild tenderness,1
dog bite in rs hand,1
sorethroaty,1
tender abdomen,1
papules 1/12,1
papules 1/52,1
s-eye,1
l breast enlarged,1
abdain,1
woundl/ankle,1
button baterry swollwed,1
shrt stasture,1
lump-l/ear,1
invetrted nipple,1
elbow injury,1
palm lump,1
hit on a tooth,1
behavioral disorder,1
admitted as requested,1
whitish oral thrush,1
vertyigo,1
early intervention,1
eye sweling,1
growing pain 2/12,1
01802921260,1
qbd.pain,1
minor trauma to r/periorbital area,1
oral lump,1
bullous eruption,1
loos stools 9 times not willing to admit,1
nail dystrophy,1
lum p,1
int obs,1
enlargedv ln  1yr,1
enlarg ln,1
painabdominal,1
"gross hydronephrosis, abd dis",1
ln biopsy,1
abdominal paim,1
phimi,1
"vomitting 4 times, uop less",1
dysuresa,1
traum ato eye,1
01804523023,1
jeje,1
visual abn,1
dresing,1
teeth pain,1
nail pale,1
01802689107,1
red eye soure throat,1
ever 4 d,1
trauma to the nasal area,1
"retrosternal pain,sob",1
ed eyue,1
ev er1d sore tr,1
anbdv pain,1
trauma  1 week ago,1
dog bite on ls thigh yesterday,1
red eye r/ s,1
pain in r/s arm,1
"l,n",1
"loa,nausea,d",1
ing.pain,1
suppurative lymphadenitis,1
burn by weter,1
01803852019,1
pitirisis rosea,1
pain inr/thumb,1
r/s thumb pain,1
pain in r/s ear,1
dirraea,1
"loose stoot , watery",1
trauma to  abdomen,1
rt ankle sprain,1
vertogo 2/12,1
lump in upper eye lid 2/12,1
loose stools 2/52,1
hyperventilation,1
trauma r/4th toe yesterday,1
01804077467,1
b/l hip tightness,1
inguinal hernia l,1
tight prepuse,1
short statue,1
jerky movements,1
trauma to l ankle 1/52,1
small prepuse,1
ankle pain in l/s,1
obesit,1
impaired r/leg movement,1
"eye, neuro",1
l suint,1
rtho,1
skuinl,1
pain in ls hip,1
red eye 3 weeks,1
hm,1
b/l lymphaadenitis,1
trauma to nose 7pm,1
tearing r/eye,1
lump in both ll,1
"swelling,r/s testis",1
menarrheagia,1
trauma to rr eye,1
vorm trea,1
lympa.,1
palpitation 3 d,1
abd p 2hrs,1
n 84 rti,1
lower  leg abnormality,1
lip and tooth  injury,1
w01802576114,1
batter syndrome,1
symp relieved,1
r/s earbs paisy,1
loose stool .vomiting 1d,1
k/j pain,1
vomited y  day,1
01804517082,1
small genital organ,1
plts 120,1
vomitingab distention,1
abd paqin 1 month,1
long standing ugi symptoms,1
yellow dx,1
vds opd,1
r / inguinal hernia,1
wart-r/eye,1
abs pa,1
lump lower abdormen,1
abd.mass,1
01802440840,1
pain over nippels,1
haematuria d2,1
lump 3d,1
lump at l/hand,1
"trisomy 21, hypothyroidism",1
vision abnormality,1
rta abrasions on ls knee,1
hot water burn on rs upper limb.,1
wheezer not on treatment,1
gdd and epilepsy,1
walking prob.,1
01803699881,1
r ent,1
h/o pain r/s shoulder jt,1
"gdd, trisomy 21",1
plt 172,1
elbow pai9n,1
mantaux,1
not moving the l/upper limb,1
l n enl,1
"breast enlargement ,pain",1
01803077302,1
leg weakness,1
lump in  r inguainal area id,1
worm admit sos,1
lump over the eye lid,1
abnormal posturel/s ul,1
bno 8 days,1
l/s arm ln,1
bmt,1
r/s knee jt pain swelling,1
dysyurea x4d,1
leg bowing,1
01803239597,1
watery diarrhoea 2days,1
rv at 10pm,1
ughj soretr,1
01802979599,1
hit by a lorry,1
sprined l/leg,1
wound on rs 4th toe,1
injury to ls lower eye lid.,1
swallowed a metal hair pin,1
trauma to right,1
lump-l/ leg,1
pain at l/armpit,1
joint pain 1/12,1
"vomiting,milk1/12",1
loose stools3-4days,1
hb 7.8,1
hb 8,1
injured by a thrown stone,1
"loose motion , vomitting 20 times /day",1
oryh,1
1yr,1
01804597696,1
bow ledgs,1
01803185519,1
limb abnomality,1
wound over,1
lump r-hand,1
weigt loss,1
earpain  3d,1
01804071411,1
l inguainal hernia,1
01804611117,1
"vomiting,ab ditension",1
plts 189,1
not moving the l/ul,1
herpez zoster,1
01804155792,1
lowe,1
01802426195,1
mouth breathing  snorring,1
01804290094,1
pustule on penis,1
hallus vulgus,1
haemotoma,1
pain r/wrist2/52,1
p  hearing,1
hearing issue,1
"wasp sting 1 day ago,no dib",1
sty in l lower eye lid,1
admi,1
trauma to r/ ear 5 d ago,1
"vomitting, 4times",1
dysurea 2 weeks,1
swelling at l/ear,1
"vomiting 1d,pain in throat 1d",1
l/parotid gland,1
hit over a bar,1
trauma by iron thread,1
assault and dog bite,1
lo01804200952o,1
murhur,1
lump at upper eye lid,1
"ear pain,.",1
b kj pain 3/52,1
b/l inguinal lump,1
"squint,vision prob.",1
wound sutire removal,1
nievus,1
smelling -urine,1
loos stools  5d,1
palm hyperhydrosis,1
joint apin,1
lump submandibuler area l/s,1
"blood in stools , diarrhea",1
"breast pain, small lump",1
wrist join pain,1
b reast pains,1
asaulted by knon person,1
exessive anger,1
burns with hot water-8pm,1
blow to lip,1
worm ter,1
lump atr/ankie,1
wsob,1
lump at r/hand-2/52,1
loose motions 5 times,1
"eye movements abnormal,1/12",1
squint  r/s,1
swelling /behind -l/ear,1
bed wettig,1
"l/eye pain,red eye,",1
awelling under eyes 6/12,1
sweling parotid region 1 day,1
loosen tooth,1
l/s ingunal hernia,1
limping  admit,1
puj obs,1
ever6days,1
l/s knee jt swelling,1
l/ln eng,1
r upper limb pains,1
pain inr/ leg 2 years,1
kin l l haqnd,1
abd swelling r side,1
vomiting diarr,1
ab d pains,1
"vomitting 4 times, no trauma to head",1
wheezimg,1
"loa,4d",1
gouhg,1
swelling l/s mandibuler area,1
"inguinal hernia,right",1
breath holding spells,1
tyroid lump,1
r tip toe walking,1
